[Header]
Language=jpj

[SubHeader]
Content=EDCT_CONTENT_BROAD_NARROWS
Representation=EDCT_REPR_SZZ_STRING

[Data]
"Best of Soul"   //be.su-%>.to.o.bu-_so.'u-.r6u-  
"Best of You"   //be.'su-%>.to_o.bu-_ju-:  
"Bet On It"   //be.t:o_AN_i.t:o  
"Better Days"   //be.'tA:_de.i.zu-  
"Better Days - Single"   //be.'tA:_de.i.zu-#c~iN.gu-.r6u-  
"Better In Time"   //be.'tA:_i.N_tA.i.mu-  
"Better Than Me"   //be.'tA:_zAN_mi:  
"Better Together"   //be.'tA:_tu-.nKe.zA:  
"Beyoncé & Shakira"   //bi.joN.se_AN.'do_SA.ki.r6A  
"Beyoncé, Mary J. Blige, Rihanna, Fergie, Sheryl Crow, Melissa Etheridge, Natasha Bedingfield, Miley Cyrus, Leona Lewis, Carrie Underwood, Keyshia Cole, LeAnn Rimes, Ashanti, Ciara & Mariah Carey"   //bi.joN.se#me.'A.r6i:_Ze:_bu-.r6i.z~i#r6i.A.nA#PA:.z~i#Se.r6i.r6u-_ku-.r6o:#me.r6i.sA_e.su-.r6i.z~i#nA.tA.SA_bi.diN.gu-.Pi.r6u-.do#mA.i.r6i:_sA.i.r6A.su-#r6e.o.nA_r6u-.i.su-#ke.r6i:.AN.dA:.wu-.d:o#ki:.SA_ko:.r6u-#r6i:.AN_r6A.i.mu-.zu-#A.SAN.ti#c~i.A.r6A_to_mA.r6i.A_ke.r6i:  
"Big & Rich"   //bi.'g:u-_AN.do_r6i.t&c~:i  
"Big Bad World (Bonus Track Version)"   //bi.'g:u-_bA.d:o_wA:.r6u-.do#bo:.nA.su-%>_to.r6Ak:u-_bA:.ZoN  
"Big Girls Don't Cry (Personal)"   //big:u-.'gA:.r6u-.zu-_doN.to.ku-.r6A.'i_#_'pA:.so.nA.r6u-  
"Big Green Tractor"   //bi.'g:u-_gu-.r6i:N_to.r6A.ku-%>.tA:  
"Big Pimpin' (Featuring UGK)"   //bi.'g:u-_pi.mu-.piN#Pi:.t&SA.r6iN.gu-_ju-:#Zi:#ke:  
"Big Whiskey and the GrooGrux King"   //bi.'g:u-_wi.su-%>.ki_AN.do_zA_gu-.r6u-:.nKu-.r6Ak:u-%>.su-_kiN.gu-  
"Bigger, Better, Faster, More!"   //bi.gA:#be.tA:#PA.su-%>.tA:#mo.'A:  
"Billie Jean"   //bi.r6i:.z~iN  
"Billy Currington"   //bi.r6i:_kA.r6iN.nKu-.toN  
"Billy Joel"   //bi.r6i:.Zo:.e.r6u-  
"Billy Ray Cyrus"   //bi.r6i:.r6e.i_sA.i.r6A.su-  
